	sw480_APC_1	sw480_APC_2	sw480_APC_3	sw480_CONTROL_1	sw480_CONTROL_2	sw480_CONTROL_3	sw480-1	sw480-2	sw480-3	cds_length	gene_name
NM_000520	967	819	873	1043	881	1025	977	965	978	2437	HEXA
NM_000521	1292	1351	1276	2206	1899	2350	1838	1827	1844	1901	HEXB
NM_000522	45	45	43	66	46	60	41	44	46	2514	HOXA13
NM_000523	65	39	35	99	78	107	61	58	52	2327	HOXD13
NM_000525	27	22	26	23	12	27	30	47	36	3411	KCNJ11
NM_000526	2	0	1	3	1	7	3	4	1	1636	KRT14
NM_000527	2734	2557	2453	1457	1057	1322	1342	1627	1339	5283	LDLR
NM_000528	695	609	585	642	578	632	772	683	609	3224	MAN2B1
NM_000530	15	14	10	15	14	28	12	10	12	1955	MPZ
NM_000532	848	772	715	1177	1060	1268	952	1090	1018	1816	PCCB
NM_000533	2	1	0	5	7	9	9	7	7	3025	PLP1
NM_000534	707	701	697	649	565	686	587	578	578	3521	PMS1
NM_000535	357	404	371	658	571	684	580	626	526	2836	PMS2
NM_000536	0	0	0	0	0	0	0	0	0	2431	RAG2
NM_000537	5	7	5	1	4	1	0	0	0	1465	REN
NM_000538	303	298	303	215	178	238	271	225	249	2825	RFXAP
NM_000540	37	30	25	195	151	242	247	240	250	15391	RYR1
NM_000542	2	2	1	0	0	1	0	1	2	3667	SFTPB
NM_000543	211	185	199	504	395	439	479	421	416	2472	SMPD1
NM_000544	0	0	0	0	0	0	0	0	0	5679	TAP2
NM_000544_2	0	0	0	0	0	0	0	0	0	5679	TAP2
NM_000544_3	1	1	0	0	0	0	0	0	0	5502	TAP2
NM_000544_4	0	0	0	0	0	0	0	0	0	5679	TAP2
NM_000544_5	2	3	4	3	0	0	1	2	0	5679	TAP2
NM_000544_6	0	0	0	0	0	0	0	0	0	5502	TAP2
NM_000544_7	1	0	1	0	0	0	0	0	0	5502	TAP2
NM_000544_8	0	0	0	0	0	0	0	0	0	5679	TAP2
NM_000545	17	15	23	16	20	14	24	18	11	3238	HNF1A
NM_000546	3833	3889	3920	3066	2779	3196	3608	3408	3615	2591	TP53
NM_000547	7	13	5	0	2	1	1	2	0	3146	TPO
NM_000548	815	708	768	906	825	1002	1029	1058	980	5632	TSC2
NM_000549	0	0	0	0	0	0	0	0	0	578	TSHB
NM_000550	0	0	0	0	0	0	0	0	0	2876	TYRP1
NM_000551	788	703	737	480	455	569	985	895	885	4560	VHL
NM_000552	16	17	20	19	21	19	13	14	12	8833	VWF
NM_000553	512	491	474	616	532	638	489	520	560	5746	WRN
NM_000554	13	8	11	14	9	11	7	12	8	4466	CRX
NM_000557	2	1	0	0	2	1	0	1	0	2383	GDF5
NM_000558	4	6	5	26	40	24	50	51	48	576	HBA1
NM_000560	0	0	0	1	1	2	0	0	1	1567	CD53
NM_000561	2	6	4	42	40	48	38	42	38	1185	GSTM1
NM_000565	511	482	455	358	299	346	205	195	192	5914	IL6R
NM_000572	41	41	62	300	218	268	307	316	253	1629	IL10
NM_000574	193	251	200	252	214	229	144	165	145	2796	CD55
NM_000575	2	1	4	1	2	2	0	1	2	2928	IL1A
NM_000576	8	4	7	1	0	0	0	0	0	1498	IL1B
NM_000577	6	5	5	0	1	3	1	0	0	1751	IL1RN
NM_000578	9	7	8	3	16	9	20	16	23	3852	SLC11A1
NM_000581	4548	3757	3484	4276	3919	4577	6148	5342	5618	904	GPX1
NM_000584	278	283	268	2	4	0	7	5	5	1705	IL8
NM_000585	43	69	47	6	9	13	8	4	6	2002	IL15
NM_000591	21	28	26	14	9	12	23	25	26	1635	CD14
NM_000593	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000593_2	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000593_3	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000593_4	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000593_5	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000593_6	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000593_7	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000593_8	0	0	0	0	0	0	0	0	0	2952	TAP1
NM_000594_2	0	0	0	0	0	0	0	0	0	1675	TNF
NM_000596	1	2	1	4	4	3	9	6	5	1650	IGFBP1
NM_000597	1457	1327	1184	2334	2123	2540	2114	1985	1960	1429	IGFBP2
NM_000598	415	402	395	752	597	702	846	765	763	2613	IGFBP3
NM_000600	5	3	4	0	2	0	0	0	0	1184	IL6
NM_000602	5389	5145	4930	10138	8574	9776	6794	6905	7368	3190	SERPINE1
NM_000603	10	10	7	4	6	9	4	2	3	4338	NOS3
NM_000606	7	5	4	9	13	8	3	5	5	877	C8G
NM_000608	0	0	0	0	0	0	0	0	0	844	ORM2
NM_000610	6092	5996	5993	4406	3776	4365	3170	3431	3264	5732	CD44
NM_000611	4920	4714	4583	3141	2739	3339	2782	2950	2805	7619	CD59
NM_000612	28	24	32	51	33	44	83	74	71	5165	IGF2
NM_000613	3	1	2	3	4	3	0	2	1	1623	HPX
NM_000614	37	47	54	52	34	49	53	44	54	1893	CNTF
NM_000615	220	196	223	117	82	121	225	261	233	5961	NCAM1
NM_000616	1	1	0	37	22	39	57	73	62	3116	CD4
NM_000617	830	815	747	819	656	861	627	651	653	4164	SLC11A2
NM_000618	4	2	3	8	3	1	14	9	9	7321	IGF1
NM_000623	33	39	31	0	0	2	3	2	0	4197	BDKRB2
NM_000624	20	23	20	18	15	16	40	41	32	2337	SERPINA5
NM_000625	4	6	6	119	111	114	97	117	96	4206	NOS2
NM_000627	121	97	106	173	131	170	140	166	124	5292	LTBP1
NM_000628	602	526	529	471	442	458	509	493	479	1961	IL10RB
NM_000629	1782	1777	1717	1702	1414	1718	1538	1494	1507	6094	IFNAR1
NM_000631	0	0	1	2	2	0	2	1	1	1398	NCF4
NM_000632	15	21	17	1	0	1	1	2	0	4742	ITGAM
NM_000633	15	7	11	67	44	45	39	23	38	6492	BCL2
NM_000635	193	156	157	198	184	207	176	191	171	4112	RFX2
NM_000636	2983	2967	2798	798	725	912	649	629	657	1593	SOD2
NM_000637	1812	1817	1703	1764	1631	1958	1393	1390	1435	3160	GSR
NM_000639	2	1	1	66	60	63	30	59	36	1859	FASLG
NM_000641	23	12	18	21	20	25	35	45	23	2378	IL11
NM_000642	596	615	594	640	546	682	597	667	623	7371	AGL
NM_000643	578	598	586	625	536	670	579	654	610	7169	AGL
NM_000644	564	585	577	617	530	656	570	645	598	7109	AGL
NM_000645	564	585	578	617	530	656	570	646	598	7182	AGL
NM_000646	578	598	586	626	536	671	581	655	610	7182	AGL
NM_000657	7	0	2	17	10	8	7	9	10	1206	BCL2
NM_000660	1144	913	968	1345	1292	1410	1974	1472	1477	2200	TGFB1
NM_000661	16090	16193	15107	17604	15153	18530	13986	14816	15581	749	RPL9
NM_000662	160	168	152	181	135	142	125	122	146	1799	NAT1
NM_000663	84	58	55	407	327	380	326	351	304	5586	ABAT
NM_000665	20	14	19	11	14	22	27	26	20	2204	ACHE
NM_000666	549	537	535	589	523	596	771	797	749	1678	ACY1
NM_000667	0	0	0	0	0	0	0	0	0	1500	ADH1A
NM_000668	0	0	0	0	0	0	0	0	0	2682	ADH1B
NM_000669	2	2	1	0	0	3	0	0	0	1473	ADH1C
NM_000670	0	0	0	0	0	0	0	0	0	1979	ADH4
NM_000671	2624	2492	2442	2740	2342	2763	2455	2631	2589	2643	ADH5
NM_000672	0	0	0	0	0	0	0	0	0	1400	ADH6
NM_000674	172	158	151	193	173	193	243	208	238	2919	ADORA1
NM_000675	30	28	27	17	10	13	8	7	13	2566	ADORA2A
NM_000676	1185	1003	1052	356	326	395	320	330	277	1885	ADORA2B
NM_000678	6	1	3	40	27	36	53	47	53	2666	ADRA1D
NM_000679	316	286	274	190	171	233	237	223	218	2254	ADRA1B
NM_000680	0	0	0	0	0	0	0	0	0	2281	ADRA1A
NM_000681	2	0	1	1	1	2	3	1	0	3873	ADRA2A
NM_000682	6	2	1	2	2	1	2	2	2	3266	ADRA2B
NM_000683	172	155	159	1262	1027	1224	1553	1262	1292	1958	ADRA2C
NM_000684	18	12	11	2	2	2	0	1	2	2862	ADRB1
NM_000687	12115	11514	11166	8798	7951	9226	9527	9248	9862	2207	AHCY
NM_000688	1507	1456	1502	2001	1638	2027	2054	2097	2169	2452	ALAS1
NM_000689	3	1	2	0	0	0	1	0	1	2369	ALDH1A1
NM_000690	805	761	710	979	935	1077	771	792	720	2060	ALDH2
NM_000691	583	522	564	254	244	248	143	143	126	1778	ALDH3A1
NM_000692	1705	1725	1568	1403	1266	1532	1094	1095	1180	3070	ALDH1B1
NM_000693	18675	17701	17370	2189	1835	2109	2702	2830	2744	3495	ALDH1A3
NM_000694	300	286	259	418	368	450	416	346	394	2815	ALDH3B1
NM_000696	1222	1278	1212	1764	1461	1741	1440	1518	1433	2500	ALDH9A1
NM_000697	11	15	9	8	9	8	11	4	6	2358	ALOX12
NM_000698	0	0	0	0	0	0	0	0	0	2561	ALOX5
NM_000700	599	543	551	576	484	575	981	1029	1075	1399	ANXA1
NM_000701	17948	16808	17167	11288	9620	11275	11784	12316	12971	3741	ATP1A1
NM_000704	1	1	1	0	0	1	0	1	1	3559	ATP4A
NM_000705	0	0	0	0	0	1	0	0	0	1497	ATP4B
NM_000709	819	733	738	912	888	915	853	888	912	1774	BCKDHA
NM_000710	0	1	0	0	0	0	0	0	0	1301	BDKRB1
NM_000712	853	855	830	2020	1666	2040	1208	1261	1199	1081	BLVRA
NM_000713	922	906	767	1049	920	1077	660	676	637	856	BLVRB
NM_000714	1760	1564	1506	1140	1103	1241	1196	1013	1077	881	TSPO
NM_000716	2	5	3	3	3	6	1	2	3	1115	C4BPB
NM_000718	4	0	1	27	23	25	9	15	7	9790	CACNA1B
NM_000719	1	1	0	12	7	12	15	9	13	13480	CACNA1C
NM_000720	2	4	4	13	6	16	10	24	18	7723	CACNA1D
NM_000721	0	0	0	2	1	0	3	2	1	14959	CACNA1E
NM_000722	0	0	0	0	0	0	0	0	0	3822	CACNA2D1
NM_000723	150	108	110	137	125	137	111	111	85	3742	CACNB1
NM_000724	11	7	5	3	8	4	7	11	15	4468	CACNB2
NM_000725	179	162	162	318	255	304	502	597	544	2958	CACNB3
NM_000726	388	398	390	166	132	160	69	61	58	7978	CACNB4
NM_000734	0	0	0	0	0	0	0	0	0	1678	CD247
NM_000737	1	0	0	1	0	0	1	2	0	919	CGB
NM_000738	3	2	2	3	1	1	1	0	1	2823	CHRM1
NM_000740	123	119	107	121	107	127	174	164	145	2745	CHRM3
NM_000741	2	4	2	2	5	6	6	6	1	1468	CHRM4
NM_000742	0	0	0	1	0	0	0	0	0	4067	CHRNA2
NM_000743	9	4	11	51	32	46	49	53	50	3318	CHRNA3
NM_000745	435	405	411	390	347	412	341	371	363	3623	CHRNA5
NM_000746	13	9	9	11	12	12	19	16	21	3346	CHRNA7
NM_000747	776	716	690	417	360	423	677	712	662	2437	CHRNB1
NM_000748	10	13	6	10	8	5	63	46	63	5718	CHRNB2
NM_000749	0	0	0	0	0	0	0	0	0	1953	CHRNB3
NM_000750	4	4	5	45	27	34	41	34	37	2448	CHRNB4
NM_000751	0	0	0	11	6	6	16	29	19	2963	CHRND
NM_000754	320	304	274	312	307	339	318	287	333	2304	COMT
NM_000755	773	749	768	1127	986	1135	1268	1194	1177	2766	CRAT
NM_000757	266	234	266	56	42	71	47	39	42	4234	CSF1
NM_000758	495	467	400	16	10	10	3	2	6	785	CSF2
NM_000759	103	88	85	1	0	0	2	0	0	1592	CSF3
NM_000765	2	3	1	5	5	5	8	9	9	2078	CYP3A7
NM_000769	0	0	0	0	0	0	0	0	0	1473	CYP2C19
NM_000771	1	0	0	0	0	0	0	0	0	1861	CYP2C9
NM_000772	1	0	2	0	0	0	0	0	2	2545	CYP2C18
NM_000773	4	2	5	5	2	5	9	3	4	1667	CYP2E1
NM_000774	0	0	0	2	1	2	3	0	0	1826	CYP2F1
NM_000775	39	47	34	1	7	8	7	4	7	1857	CYP2J2
NM_000777	16	24	20	48	30	35	35	38	32	1726	CYP3A5
NM_000779	1	0	0	0	0	0	0	0	0	2155	CYP4B1
NM_000781	0	0	0	2	0	0	1	0	0	1931	CYP11A1
NM_000782	488	499	460	278	238	353	446	481	475	3266	CYP24A1
NM_000783	76	61	53	13	12	16	28	41	29	2119	CYP26A1
NM_000784	923	906	885	276	257	297	231	211	197	2293	CYP27A1
NM_000785	37	33	22	55	51	53	31	48	44	2487	CYP27B1
NM_000786	2893	2737	2702	2391	1773	2261	1962	2162	1801	3208	CYP51A1
NM_000787	17	11	24	25	19	21	24	39	23	2760	DBH
NM_000788	779	712	730	732	664	818	824	789	791	2605	DCK
NM_000789	25	12	12	22	33	20	53	40	64	4969	ACE
NM_000790	0	2	1	0	2	2	2	0	0	1955	DDC
NM_000791	3888	3711	3581	3551	2981	3626	3722	3460	3671	3917	DHFR
NM_000792	0	0	1	0	0	1	0	3	1	1860	DIO1
NM_000793	4	0	1	0	0	0	13	6	12	6372	DIO2
NM_000795	18	17	16	2	2	0	21	22	24	2699	DRD2
NM_000797	4	1	3	2	1	4	2	1	2	1362	DRD4
NM_000799	0	0	0	0	1	0	1	0	1	1330	EPO
NM_000800	4	3	5	8	3	4	9	2	6	4153	FGF1
NM_000801	8769	8460	8551	4258	3812	4471	5893	5641	5960	1633	FKBP1A
NM_000802	14	6	11	109	75	79	174	180	172	945	FOLR1
NM_000808	1	1	1	31	21	40	178	205	213	2785	GABRA3
NM_000815	2	4	3	5	5	6	23	13	15	1925	GABRD
NM_000817	338	352	358	489	433	533	559	647	598	3474	GAD1
NM_000819	6084	5787	5704	6087	5371	6379	4523	4585	4725	3361	GART
NM_000820	2704	2402	2428	2110	1934	2264	1576	1427	1422	2505	GAS6
NM_000821	1437	1254	1367	1304	1145	1257	1258	1261	1216	7462	GGCX
NM_000825	11	7	16	18	19	16	20	26	26	2150	GNRH1
NM_000827	0	1	0	1	1	1	1	3	1	5730	GRIA1
NM_000829	0	1	1	0	1	0	2	2	0	5508	GRIA4
NM_000830	0	0	0	0	1	0	0	0	1	3231	GRIK1
NM_000832	33	43	42	19	12	14	15	25	28	3908	GRIN1
NM_000833	0	0	0	0	0	0	0	0	0	14446	GRIN2A
NM_000834	1	0	0	1	4	3	5	11	5	5941	GRIN2B
NM_000835	4	1	2	2	1	4	1	3	2	4264	GRIN2C
NM_000836	309	284	248	416	346	428	325	245	275	5093	GRIN2D
NM_000837	1537	1389	1438	1623	1461	1699	1695	1549	1689	1968	GRINA
NM_000838	2	0	1	0	0	0	0	0	0	6854	GRM1
NM_000841	3	2	3	1	0	1	7	2	8	4215	GRM4
NM_000842	0	0	0	0	0	0	0	0	0	7927	GRM5
NM_000845	3	2	1	28	28	28	59	69	61	3559	GRM8
NM_000848	1	2	6	29	30	20	25	28	26	1201	GSTM2
NM_000850	226	207	219	1322	1152	1373	1005	1126	1070	1426	GSTM4
NM_000851	0	0	0	3	2	2	0	3	2	1570	GSTM5
NM_000852	7597	7017	7175	9856	9035	10351	8486	7831	8655	958	GSTP1
NM_000853	574	499	565	572	547	617	572	605	561	1060	GSTT1
NM_000854	30	22	18	41	28	36	43	41	50	1119	GSTT2
NM_000854_2	23	26	25	55	37	40	37	42	39	1119	GSTT2
NM_000855	0	0	0	0	0	0	0	0	0	16126	GUCY1A2
NM_000858	2578	2238	2102	1465	1399	1623	1741	1597	1646	1154	GUK1
NM_000859	1636	1539	1453	935	782	978	1080	1249	1047	4582	HMGCR
NM_000860	348	362	400	1124	940	1114	929	1006	896	3027	HPGD
NM_000861	79	81	78	66	46	63	72	77	72	4407	HRH1
NM_000862	8	5	3	4	4	4	1	1	1	1680	HSD3B1
NM_000864	24	27	20	5	11	11	4	3	4	2835	HTR1D
NM_000865	0	0	0	0	0	0	0	0	0	2048	HTR1E
NM_000867	3	4	3	1	1	1	1	2	3	2232	HTR2B
NM_000868	0	0	0	0	0	0	0	0	0	4751	HTR2C
NM_000872	18	19	17	0	1	1	6	3	2	3248	HTR7
NM_000873	156	153	163	99	91	120	77	75	82	1212	ICAM2
NM_000874	438	390	387	397	348	416	378	349	398	1411	IFNAR2
NM_000875	900	841	848	472	410	530	734	855	761	11242	IGF1R
NM_000876	1984	1865	1892	4030	3229	4237	3213	3589	3552	9091	IGF2R
NM_000877	3	4	4	4	0	4	2	4	0	4907	IL1R1
NM_000878	3	1	0	142	96	117	123	97	114	4043	IL2RB
NM_000880	85	102	97	2	0	0	3	2	1	2076	IL7
NM_000882	19	14	11	6	8	9	2	2	2	1443	IL12A
NM_000883	2482	2191	2230	2295	2116	2438	2025	1805	1998	2611	IMPDH1
NM_000884	5138	5361	5132	5153	4511	5252	5558	5281	5593	1691	IMPDH2
NM_000887	3	4	6	6	4	13	10	5	7	4649	ITGAX
NM_000888	262	227	241	4	0	4	2	3	3	2397	ITGB6
NM_000889	2	7	2	6	8	5	4	7	10	2771	ITGB7
NM_000890	433	384	366	1200	983	1271	611	630	611	2899	KCNJ5
NM_000891	1	1	1	0	0	1	0	1	0	5386	KCNJ2
NM_000894	7	3	4	4	3	9	8	3	8	523	LHB
NM_000895	2453	2454	2343	2435	2099	2488	1902	2059	1892	2214	LTA4H
NM_000898	20	24	18	772	604	761	995	1071	1000	2595	MAOB
NM_000899	31	23	25	32	27	24	82	102	108	5443	KITLG
NM_000901	17	13	18	2	1	1	0	2	0	5898	NR3C2
NM_000902	1	0	0	6	4	2	1	3	2	5643	MME
NM_000903	5154	5218	5057	9985	9082	10293	6177	6243	6898	2591	NQO1
NM_000904	489	480	434	706	633	698	597	622	632	1139	NQO2
NM_000906	17	13	16	10	7	11	16	13	11	4185	NPR1
NM_000908	1	2	0	1	0	0	0	1	0	7447	NPR3
NM_000912	3	2	1	1	2	0	0	0	0	4959	OPRK1
NM_000913	13	7	8	34	22	26	43	49	39	3225	OPRL1
NM_000916	81	80	72	48	46	43	50	58	61	4360	OXTR
NM_000917	617	615	567	589	546	622	548	593	558	2846	P4HA1
NM_000918	11276	10461	10329	8211	7549	8413	7981	7667	8054	2578	P4HB
NM_000919	1535	1514	1529	3417	2624	3193	4233	4534	4294	5337	PAM
NM_000920	547	508	513	406	389	407	449	387	407	4004	PC
NM_000921	0	0	0	0	0	0	0	0	0	7302	PDE3A
NM_000922	442	430	390	300	249	328	164	161	163	6090	PDE3B
NM_000923	3	6	5	1	2	2	5	4	3	5346	PDE4C
NM_000924	6	5	4	5	7	7	9	9	8	3401	PDE1B
NM_000925	1488	1424	1329	1433	1112	1438	1865	1906	1802	1527	PDHB
NM_000927	114	87	96	206	151	194	425	411	401	4716	ABCB1
NM_000930	1065	959	992	105	102	109	263	293	305	3173	PLAT
NM_000932	1702	1625	1710	1395	1269	1393	1488	1556	1537	5728	PLCB3
NM_000933	755	718	771	548	410	565	656	721	647	5406	PLCB4
NM_000934	134	136	140	45	46	57	95	79	71	2284	SERPINF2
NM_000935	24	18	16	0	1	0	8	9	8	3996	PLOD2
NM_000937	5059	4552	5070	8754	7797	9304	8609	9331	9131	6738	POLR2A
NM_000938	3335	3298	3084	3301	2934	3566	3411	3433	3658	3748	POLR2B
NM_000941	2820	2503	2495	2926	2605	3044	3137	2866	2944	2499	POR
NM_000942	5354	5331	5072	4981	4448	5203	4770	5047	5217	1028	PPIB
NM_000943	375	424	351	323	290	316	358	370	362	1236	PPIC
NM_000944	1255	1226	1217	745	651	766	787	786	746	4676	PPP3CA
NM_000945	1887	2002	2043	2136	1853	2090	2171	1985	2099	3011	PPP3R1
NM_000946	812	845	812	1027	963	1162	934	917	1010	1462	PRIM1
NM_000947	429	438	445	483	398	487	443	459	455	2282	PRIM2
NM_000949	8	5	6	0	0	0	1	1	0	11817	PRLR
NM_000950	379	345	323	230	198	258	215	225	211	4584	PRRG1
NM_000951	92	67	62	16	13	16	27	29	24	1393	PRRG2
NM_000952	122	124	104	13	16	13	11	8	15	4247	PTAFR
NM_000954	6	9	7	20	15	27	77	65	56	812	PTGDS
NM_000955	1	1	1	1	0	0	6	6	1	1421	PTGER1
NM_000956	84	78	63	8	5	6	7	5	6	2478	PTGER2
NM_000958	39	32	36	18	11	11	6	7	4	3416	PTGER4
NM_000960	1	1	1	5	4	7	6	2	4	2086	PTGIR
NM_000962	17	24	27	10	7	5	9	13	6	5039	PTGS1
NM_000963	9	12	9	0	0	0	0	2	1	4493	PTGS2
NM_000964	458	492	491	861	800	849	696	667	783	3284	RARA
NM_000966	516	502	490	532	467	518	478	416	395	2967	RARG
NM_000967	26277	25886	24935	27746	23866	27963	26762	26615	26784	1338	RPL3
NM_000968	38542	37301	34815	36552	32694	38404	30216	29332	31327	1441	RPL4
NM_000969	19210	19242	18294	20044	17869	21201	17422	17499	18723	1031	RPL5
NM_000970	24784	25197	23147	24418	22215	25903	21602	22137	23275	954	RPL6
NM_000971	20812	20696	19416	19379	17519	20978	16039	18252	19021	837	RPL7
NM_000972	35818	35406	35245	38472	34584	40522	32737	34533	36563	890	RPL7A
NM_000973	24249	23265	22898	24011	22821	26106	23259	22038	24359	875	RPL8
NM_000975	17004	17403	16587	15608	14137	16742	13186	14466	15117	634	RPL11
NM_000976	16398	16550	15191	17417	15371	18196	14937	15329	16301	660	RPL12
NM_000977	24573	19832	18028	16573	14704	17483	23133	16581	17775	4499	RPL13
NM_000978	13255	13462	12638	21353	19347	22655	13396	14511	15220	577	RPL23
NM_000979	17848	16522	16561	13803	12635	14702	13861	12555	13214	887	RPL18
NM_000980	14852	13072	12354	11281	10454	12030	11137	10352	11029	671	RPL18A
NM_000981	17783	18579	17268	26895	24292	27837	18168	17888	19268	732	RPL19
NM_000982	24459	24488	23069	14971	13510	15764	14067	15120	16048	566	RPL21
NM_000983	10467	10642	10249	9405	8051	9761	8148	8423	8733	2085	RPL22
NM_000984	24780	22838	22513	20098	17809	19701	19070	18333	19529	970	RPL23A
NM_000985	10477	10583	9672	10535	9344	11178	8395	8786	9430	963	RPL17
NM_000986	5815	5960	5517	6081	5315	6496	8879	9489	10043	562	RPL24
NM_000987	26217	26040	24269	24848	22277	26798	22600	25724	27092	582	RPL26
NM_000988	12820	12887	12081	13950	12775	14676	11482	12240	12846	490	RPL27
NM_000989	10036	10079	9765	9659	8730	10488	7861	9367	9795	554	RPL30
NM_000990	26173	25128	23277	21074	19495	22678	18872	18446	19549	4879	RPL27A
NM_000991	18461	16979	16429	11422	11105	11849	11856	9963	11205	4207	RPL28
NM_000992	12852	12490	12406	14195	13143	15089	17166	17607	18364	695	RPL29
NM_000993	16165	17919	16055	16368	14718	17629	12404	14711	15459	507	RPL31
NM_000994	7331	7408	7276	9179	7989	9635	12415	13533	14660	1651	RPL32
NM_000995	7973	7770	7149	6837	5988	7058	6136	6058	6285	902	RPL34
NM_000996	13160	13396	12696	13205	11715	13862	11719	11117	12592	483	RPL35A
NM_000997	9764	10480	9889	10316	9387	10974	8338	9684	10471	1570	RPL37
NM_000998	14847	15680	15054	16243	15250	17814	13019	14819	15833	418	RPL37A
NM_000999	9324	9209	8560	6873	6102	7128	6099	6053	6395	392	RPL38
NM_001000	12121	12766	12043	14992	13198	15533	11403	13288	13632	401	RPL39
NM_001001	2613	2756	2485	3066	2661	3285	2160	2381	2480	522	RPL36AL
NM_001001132	961	899	911	1020	899	1031	1028	1090	992	5441	ITSN1
NM_001001290	5	11	17	12	10	8	7	13	13	1868	SLC2A9
NM_001001323	1106	1086	1010	781	694	845	850	896	889	6933	ATP2B1
NM_001001329	4169	3906	4129	3606	3230	3571	3815	3786	3932	2252	PRKCSH
NM_001001330	1365	1325	1420	1235	1098	1257	1755	1551	1588	5205	REEP3
NM_001001331	0	0	0	0	0	0	0	1	0	8962	ATP2B2
NM_001001343	1	0	1	1	0	0	1	1	1	2126	FNDC9
NM_001001344	0	0	0	1	0	1	0	1	0	6420	ATP2B3
NM_001001346	3	1	0	5	3	1	2	2	2	1209	CLDN20
NM_001001349	632	516	555	532	391	496	673	602	606	2386	NKIRAS2
NM_001001389	6087	5994	5986	4406	3776	4365	3170	3431	3263	5603	CD44
NM_001001390	5804	5693	5736	4387	3765	4350	3161	3411	3252	4985	CD44
NM_001001391	5176	5143	5200	4353	3737	4321	3148	3386	3233	4589	CD44
NM_001001392	3608	3570	3599	3130	2729	3134	2285	2479	2340	3969	CD44
NM_001001394	0	0	0	1	0	1	0	0	0	1266	DNAJB3
NM_001001395	1	3	0	0	0	0	0	0	0	3575	LMO3
NM_001001396	808	775	790	889	761	946	1139	1198	1354	8920	ATP2B4
NM_001001410	935	848	752	644	597	716	804	708	720	1204	TSR3
NM_001001412	13	12	8	12	8	13	22	20	15	3056	CALHM1
NM_001001415	8	14	13	19	21	31	36	36	26	2361	ZNF429
NM_001001417	0	0	1	0	0	0	0	0	0	2114	TBC1D3B
NM_001001418	0	0	0	0	1	1	1	0	1	2115	TBC1D3C
NM_001001419	2168	2122	2003	2582	2260	2741	2543	2539	2475	7095	SMAD5
NM_001001420	2151	2113	1991	2566	2251	2728	2532	2527	2466	6936	SMAD5
NM_001001430	1	0	3	3	3	6	8	7	10	1132	TNNT2
NM_001001431	1	0	3	3	3	6	8	7	10	1123	TNNT2
NM_001001432	1	0	3	3	3	6	8	7	10	1114	TNNT2
NM_001001433	2395	2193	2293	1840	1723	1991	2264	2500	2383	4967	STX16
NM_001001436	128	138	128	100	116	142	131	132	135	1383	C16orf87
NM_001001437_2	1	0	1	6	4	3	1	2	2	774	CCL3L3
NM_001001438	1121	908	967	768	647	745	701	757	634	2692	LSS
NM_001001479	328	312	293	230	185	229	277	202	253	2542	SLC35E4
NM_001001481	389	409	440	480	331	439	453	453	446	8459	UBE2W
NM_001001483	494	465	445	511	443	544	416	504	447	2288	ZDHHC13
NM_001001484	583	605	617	637	546	640	586	565	559	3826	PTER
NM_001001485	1325	1365	1263	1019	885	1034	954	990	940	3692	ATP2C1
NM_001001486	1387	1434	1325	1069	931	1085	1005	1046	994	3494	ATP2C1
NM_001001487	1377	1423	1310	1058	926	1077	994	1036	985	3464	ATP2C1
NM_001001502	3	1	1	2	0	2	4	6	1	1450	SNCB
NM_001001503	449	472	460	657	613	722	512	492	561	1035	NDUFV3
NM_001001520	1043	955	925	1002	905	1057	1275	1129	1125	2309	HDGFRP2
NM_001001521	2667	2744	2622	3566	2869	3726	2832	2946	2940	2112	UGP2
NM_001001522	26	37	26	49	62	67	82	74	104	1557	TAGLN
NM_001001523	3	0	3	45	35	46	49	77	67	3036	RORC
NM_001001524	6	4	2	9	5	12	10	15	11	1483	TM6SF2
NM_001001549	475	413	398	960	790	939	469	479	452	4567	GRB10
NM_001001550	498	435	421	1000	816	977	483	502	474	4785	GRB10
NM_001001551	32	37	29	38	43	49	49	46	28	1037	IDNK
NM_001001552	16	11	9	17	19	14	15	10	8	819	LEMD1
NM_001001555	501	443	425	1005	821	986	486	507	480	5032	GRB10
NM_001001556	423	386	406	557	481	539	336	398	370	3208	GALK2
NM_001001560	803	706	747	795	689	797	862	929	857	2899	GGA1
NM_001001561	118	88	121	123	95	94	144	132	118	1714	GGA1
NM_001001563	2838	2642	2592	2342	2202	2532	2430	2146	2261	2572	TIMM50
NM_001001567	279	231	242	222	231	225	167	168	170	1880	PDE9A
NM_001001568	247	200	205	207	205	208	149	157	159	1731	PDE9A
NM_001001569	236	195	200	195	197	199	144	153	150	1676	PDE9A
NM_001001570	271	229	241	210	224	216	166	165	161	1901	PDE9A
NM_001001571	263	214	229	218	222	220	155	163	163	1809	PDE9A
NM_001001572	232	190	193	200	197	201	145	149	154	1687	PDE9A
NM_001001573	244	197	200	207	208	211	149	153	164	1867	PDE9A
NM_001001574	263	217	218	211	214	213	161	162	166	1802	PDE9A
